"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",272,0.00389294403892944,0.00114625738535319,0.0118907103825137
"","private survey",463,0.00662659224273651,0.0019511660640387,0.0202404371584699
"","social media",969,0.0138686131386861,0.00408354193532074,0.0423606557377049
"","all lists",1704,0.0243881494203521,0.00718096538471264,0.0744918032786885
