"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",476,0.00272921695554702,0.00063954082043951,0.0101981788966256
"","private survey",1065,0.00610633625558314,0.00143090540707579,0.0228173540439207
"","social media",1640,0.00940318446869141,0.0022034599695815,0.0351365827530798
"","all lists",3181,0.0182387376798216,0.00427390619709681,0.0681521156936261
