"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",288,0.00330036785350034,0.00100716204118174,0.0097025233298521
"","private survey",497,0.00569542646940857,0.00173805393912265,0.0167435906074184
"","social media",1226,0.0140494825985813,0.00428743285586392,0.0413031027861065
"","all lists",2011,0.0230452769214902,0.00703264883616831,0.067749216723377
