"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",495,0.00234226390453027,0.000546452310168539,0.00870559268378474
"","private survey",1128,0.00533752259456595,0.0012452489007477,0.0198381990854731
"","social media",1933,0.0091466588433475,0.00213392386980967,0.0339957791065776
"","all lists",3556,0.0168264453424437,0.00392562508072591,0.0625395708758354
