"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",237,0.0210872853456713,0.00655619795844975,0.0535593220338983
"","private survey",430,0.0382596316398256,0.0118952114857949,0.0971751412429379
"","social media",700,0.0622831212741347,0.0193642977675731,0.15819209039548
"","all lists",1367,0.121630038259632,0.0378157072118178,0.308926553672316
