"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",449,0.0212062532470599,0.00880305852367415,0.0451755709829963
"","private survey",1016,0.0479856420913427,0.0199196157239486,0.102223563738807
"","social media",1301,0.0614461814575166,0.0255073032055681,0.130898480732468
"","all lists",2766,0.130638076795919,0.0542299774531909,0.278297615454271
