"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",266,0.0103869733296888,0.00156770296154413,0.0309878844361603
"","private survey",460,0.0179624350814167,0.00271106527184323,0.0535880708294501
"","social media",966,0.037721113670975,0.00569323707087078,0.112534948741845
"","all lists",1692,0.0660705220820805,0.00997200530425814,0.197110904007456
