"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",473,0.0177073974243786,0.00691116306253653,0.0397813288477712
"","private survey",1054,0.0394579215333932,0.0154003506721216,0.088645920941968
"","social media",1630,0.0610212638514525,0.0238164815897136,0.137089991589571
"","all lists",3157,0.118186582809224,0.0461279953243717,0.26551724137931
