"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",260,0.0201144979111868,0.0061994801974296,0.048991897493876
"","private survey",454,0.0351230078910723,0.0108252461908963,0.0855473902393066
"","social media",957,0.0740368250038682,0.022818855957462,0.180327868852459
"","all lists",1671,0.129274330806127,0.0398435823457879,0.314867156585642
