"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",459,0.00867035644798731,0.00222234057490353,0.0284474744344593
"","private survey",1041,0.0196641417480496,0.00504021032347402,0.0645181282925318
"","social media",1395,0.0263510833223144,0.00675417233549112,0.0864580105361016
"","all lists",2895,0.0546855815183513,0.0140167232338687,0.179423613263093
