"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",445,0.008927317591831,0.00226405494785042,0.0294409526959974
"","private survey",1004,0.0201416333981985,0.00510811498346477,0.0664240820377109
"","social media",1298,0.026039681425161,0.00660391757822437,0.0858749586503473
"","all lists",2747,0.0551086324151905,0.0139760875095396,0.181739993384056
