"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",244,0.035183850036049,0.0214354739523851,0.0542946150422786
"","private survey",424,0.0611391492429704,0.0372485285074233,0.0943480195816644
"","social media",705,0.101658255227109,0.0619344636738997,0.156875834445928
"","all lists",1373,0.197981254506128,0.120618466133708,0.305518469069871
