"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",445,0.0189337531378973,0.00744284065630802,0.0424415832141154
"","private survey",1001,0.0425903076203038,0.0167422101055378,0.0954697186456843
"","social media",1296,0.0551418967791346,0.0216762280687083,0.123605150214592
"","all lists",2742,0.116665957537336,0.0458612788305541,0.261516452074392
