"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",244,0.0210236084783733,0.00657646488059943,0.0529743812418584
"","private survey",438,0.0377391004652766,0.0118052935151744,0.0950933564915328
"","social media",745,0.064190935722902,0.0200797800657646,0.161745549283543
"","all lists",1427,0.122953644666552,0.0384615384615385,0.309813287016934
