"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",458,0.020876065454214,0.00869912059108435,0.0443368828654405
"","private survey",1036,0.0472218423811477,0.0196774867518851,0.100290416263311
"","social media",1387,0.0632207484388532,0.0263442800433057,0.134269119070668
"","all lists",2881,0.131318656274215,0.0547208873862751,0.278896418199419
