"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",248,0.0197326543602801,0.0106205301700141,0.0345307713728766
"","private survey",442,0.0351686823679185,0.0189285255449445,0.0615427457532721
"","social media",712,0.0566518141311267,0.0304911995203632,0.0991367307156781
"","all lists",1402,0.111553150859325,0.0600402552353218,0.195210247841827
