"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",450,0.0071502343687932,0.00160492462204025,0.025987525987526
"","private survey",1025,0.0162866449511401,0.00365566163909168,0.0591938091938092
"","social media",1310,0.0208151267180424,0.00467211389971718,0.0756525756525756
"","all lists",2785,0.0442520060379757,0.00993270016084911,0.160833910833911
