"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",460,0.00710512495752371,0.00161795792605932,0.0255811366922478
"","private survey",1046,0.0161564363164561,0.00367909563186533,0.0581692803915026
"","social media",1397,0.0215779555775231,0.00491366787544538,0.0776887999110221
"","all lists",2903,0.0448395168515029,0.01021072143337,0.161439216994773
