"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",255,0.018862341889193,0.0101670587297157,0.0330011647469911
"","private survey",450,0.0332864856868112,0.0179418683465572,0.0582373495535137
"","social media",756,0.0559212959538427,0.030142338822216,0.0978387472499029
"","all lists",1461,0.108070123529847,0.0582512658984889,0.189077261550408
