"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",452,0.00307662986509114,0.000707405059824244,0.0118071156156941
"","private survey",1027,0.00699048422886859,0.00160731193902544,0.0268272295073403
"","social media",1316,0.00895762146561934,0.00205961296178917,0.0343764693589677
"","all lists",2795,0.0190247355595791,0.00437432996063886,0.073010814482002
