"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",253,0.00513278286096853,0.0014989217242932,0.0156009126225566
"","private survey",445,0.00902801728510276,0.00263644334905325,0.0274403403835481
"","social media",715,0.0145056906940415,0.00423608313387208,0.0440895356724425
"","all lists",1413,0.0286664908401128,0.00837144820721852,0.0871307886785472
