"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",491,0.021245294448531,0.010363022372309,0.0387896982145679
"","private survey",1113,0.0481588853792566,0.0234909244406923,0.0879285827144889
"","social media",1913,0.0827744364155597,0.040375685943436,0.151129720334966
"","all lists",3517,0.152178616243347,0.0742296327564373,0.277848001264023
