"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",269,0.0234545296015346,0.0114805172634544,0.0386883359700849
"","private survey",481,0.0419391402912198,0.0205283598651359,0.0691787717532001
"","social media",1210,0.105501787426977,0.0516409884341257,0.174025600460233
"","all lists",1960,0.170895457319731,0.0836498655627161,0.281892708183518
