"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",493,0.0178287284825691,0.00767733395624075,0.0363274629725149
"","private survey",1116,0.0403587443946188,0.0173791170287316,0.0822341758160784
"","social media",1921,0.0694705627079416,0.0299151288639726,0.14155183847911
"","all lists",3530,0.127658035585129,0.0549715798489449,0.260113477267703
