"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",275,0.022368635106556,0.00985415845486795,0.0394774619580821
"","private survey",487,0.0396128192614283,0.0174508187909843,0.0699109962675854
"","social media",1212,0.0985846754514397,0.0434299638083635,0.173987941429802
"","all lists",1974,0.160566129819424,0.0707349410542158,0.283376399655469
