"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",241,0.038504553443042,0.0245018300122001,0.0572174738841406
"","private survey",435,0.0694999201150343,0.0442252948352989,0.103276353276353
"","social media",703,0.112318261703147,0.071472143147621,0.16690408357075
"","all lists",1379,0.220322735261224,0.14019926799512,0.327397910731244
