"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",473,0.00906199708789946,0.0023898182626577,0.0287520515470184
"","private survey",1058,0.0202697524714537,0.00534551315410538,0.0643121998662695
"","social media",1632,0.0312667637366848,0.00824563087665405,0.0992036958239621
"","all lists",3163,0.060598513296038,0.0159809622934171,0.19226794723725
