"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",472,0.0198411030308126,0.00812490317249927,0.0426223586779845
"","private survey",1051,0.0441800832317458,0.0180916805811371,0.0949069893444103
"","social media",1622,0.0681827735508008,0.0279207477665123,0.146469207151887
"","all lists",3145,0.132203959813359,0.0541373315201487,0.283998555174282
