"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",255,0.0206243934001941,0.00637133648152312,0.0500883912787272
"","private survey",448,0.0362342284050469,0.011193563700872,0.0879984285994893
"","social media",955,0.0772403752830799,0.0238612797641356,0.187585935965429
"","all lists",1658,0.134098997088321,0.0414261799465307,0.325672755843646
