"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",459,0.0182788419417785,0.0072203869749882,0.0408872260823089
"","private survey",1037,0.0412966429054996,0.016312726128677,0.0923748441118831
"","social media",1393,0.055473696786269,0.0219128519742017,0.124086941029752
"","all lists",2889,0.115049181633547,0.0454459650778669,0.257349011223944
