"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",446,0.0146133682830931,0.00747018625217741,0.0269323671497585
"","private survey",1009,0.0330602883355177,0.0169000401983117,0.0609299516908213
"","social media",1300,0.0425950196592398,0.0217740854884095,0.0785024154589372
"","all lists",2755,0.0902686762778506,0.0461443119388986,0.166364734299517
