"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",246,0.0196989109545163,0.0105665564193978,0.0345942905357896
"","private survey",430,0.0344330557335042,0.0184699969932563,0.0604696948389819
"","social media",706,0.0565342729019859,0.0303251578540441,0.0992828012937702
"","all lists",1382,0.110666239590006,0.0593617112666982,0.194346786668542
