"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",246,0.03509272467903,0.0213449023861171,0.0542208507824554
"","private survey",436,0.0621968616262482,0.0378308026030369,0.0960987436632136
"","social media",711,0.101426533523538,0.0616919739696312,0.156711483359048
"","all lists",1393,0.198716119828816,0.120867678958785,0.307031077804717
