"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",449,0.00883614751840044,0.00225332603971675,0.0290351784790481
"","private survey",1020,0.0200732081709765,0.00511891438866612,0.0659596482152095
"","social media",1308,0.0257409375368993,0.00656425492193656,0.0845835488877393
"","all lists",2777,0.0546502932262762,0.0139364953503194,0.179578375581997
