"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",282,0.0113764724866871,0.00280228953016933,0.0247043363994744
"","private survey",493,0.0198886558011941,0.00489903807933858,0.0431887866841875
"","social media",1222,0.0492980474423108,0.0121432546307338,0.107052124397722
"","all lists",1997,0.080563175730192,0.0198445822402417,0.174945247481384
