"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",494,0.00774039892825246,0.00206684183220926,0.0227168214844109
"","private survey",1125,0.0176274267090769,0.00470687664217696,0.0517336521659156
"","social media",1925,0.0301624857021983,0.00805398892105836,0.0885220270394555
"","all lists",3544,0.0555303113395277,0.0148277073954446,0.162972500689782
