"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",250,0.00523615038223898,0.00153307455034923,0.0158599251411533
"","private survey",433,0.00906901246203791,0.00265528512120487,0.0274693903444776
"","social media",709,0.0148497224840297,0.00434779942479043,0.0449787477003109
"","all lists",1392,0.0291548853283066,0.00853615909634454,0.0883080631859418
