"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",261,0.00481354431780458,0.00139532645827653,0.0148194412900295
"","private survey",453,0.00835454243664933,0.00242177350804318,0.025721099250511
"","social media",759,0.0139980081885581,0.00405767349360876,0.0430956166250284
"","all lists",1473,0.0271660949430121,0.00787477345992847,0.0836361571655689
