"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",462,0.00293243963744383,0.000676003909702266,0.0112332231083447
"","private survey",1048,0.00665194099576002,0.00153344609819908,0.0254814238475005
"","social media",1403,0.00890522253535431,0.00205288633184476,0.034113013032484
"","all lists",2913,0.0184896031685582,0.0042623363397461,0.0708276599883291
