"-","list","n_deaths","sens_est","sens_lci","sens_uci"
"","public survey",444,0.0214908034849952,0.00890047108349203,0.0458062519343856
"","private survey",1000,0.0484027105517909,0.020046106043901,0.103167234086454
"","social media",1291,0.0624878993223621,0.0258795229026762,0.133188899205612
"","all lists",2735,0.132381413359148,0.0548261000300692,0.282162385226452
